                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                 1.2597,                0.60102,                0.81487,                0.55767,                    0.5,                0.50259,                0.27089,                 1.7622,                 2.6851,                 1.0075,              0.0017149,              0.0017149,              0.0017149
                    147,                 1.1836,                0.61518,                0.81422,                0.59888,                0.54167,                0.49057,                0.26671,                 1.6838,                 1.5127,                0.92647,              0.0017129,              0.0017129,              0.0017129
                    148,                 1.2347,                0.64813,                 0.8232,                0.75876,                0.58333,                 0.5485,                0.29091,                 1.5945,                0.86651,                0.92163,              0.0017109,              0.0017109,              0.0017109
                    149,                 1.2158,                0.58601,                 0.8212,                0.81581,                0.58333,                0.62017,                0.31594,                 1.7327,                0.76093,                0.95697,              0.0017089,              0.0017089,              0.0017089
                    150,                 1.1734,                 0.5735,                0.81816,                 0.7868,                    0.5,                0.58707,                0.32732,                 1.7124,                0.86133,                0.93998,               0.001707,               0.001707,               0.001707
                    151,                 1.2264,                 0.5898,                0.80929,                0.57587,                0.54167,                0.49458,                0.25783,                 1.5926,                 1.3395,                0.92767,               0.001705,               0.001705,               0.001705
                    152,                 1.2103,                 0.5912,                0.80879,                0.63797,                0.58333,                0.56291,                0.26146,                 1.7045,                 1.8739,                0.95951,               0.001703,               0.001703,               0.001703
                    153,                  1.202,                0.55214,                0.81666,                0.79805,                 0.4943,                0.53306,                0.27619,                 1.7938,                 1.4961,                0.96418,               0.001701,               0.001701,               0.001701
                    154,                 1.1753,                0.59572,                0.81629,                0.65822,                0.54167,                0.47998,                0.24157,                 1.7007,                 1.3717,                0.95581,               0.001699,               0.001699,               0.001699
                    155,                 1.1585,                0.60007,                0.82183,                0.65244,                0.58333,                 0.5178,                 0.2856,                 1.6478,                0.91476,                0.95609,              0.0016971,              0.0016971,              0.0016971
                    156,                  1.126,                0.54387,                0.81164,                0.60716,                0.58333,                0.55664,                0.30311,                 1.6004,                0.84524,                0.94821,              0.0016951,              0.0016951,              0.0016951
                    157,                  1.218,                0.58508,                0.81757,                 0.8421,                0.45833,                0.52254,                0.28081,                 1.7738,                0.79702,                0.99376,              0.0016931,              0.0016931,              0.0016931
                    158,                 1.2149,                0.59064,                0.82667,                0.49214,                    0.5,                0.46559,                0.27257,                 1.4613,                 1.7395,                 0.9481,              0.0016911,              0.0016911,              0.0016911
                    159,                 1.1086,                0.53474,                0.80625,                 0.5848,                  0.375,                0.45158,                0.26008,                 1.6893,                 1.6835,                 0.9841,              0.0016891,              0.0016891,              0.0016891
                    160,                 1.1569,                0.56187,                0.80674,                 0.4628,                0.58333,                 0.4898,                 0.2539,                 1.7512,                0.98857,                0.99997,              0.0016872,              0.0016872,              0.0016872
                    161,                 1.1211,                0.56386,                0.81612,                0.62572,                0.48807,                0.45447,                0.25971,                 1.5453,                  1.219,                0.94814,              0.0016852,              0.0016852,              0.0016852
                    162,                 1.1307,                0.57076,                 0.8115,                0.65512,                0.45833,                0.44297,                0.27093,                 1.3478,                 1.1268,                0.92585,              0.0016832,              0.0016832,              0.0016832
                    163,                 1.1451,                0.54671,                0.81882,                0.44366,                 0.5319,                0.43505,                0.25026,                 1.4766,                 1.1932,                0.93796,              0.0016812,              0.0016812,              0.0016812
                    164,                 1.1897,                0.58274,                0.81983,                 0.7165,                0.45833,                0.48811,                0.27719,                 1.6688,                 1.0424,                0.98302,              0.0016792,              0.0016792,              0.0016792
                    165,                 1.1323,                0.57985,                0.81354,                0.70234,                    0.5,                0.52704,                0.30824,                 1.7354,                 1.0813,                 1.0237,              0.0016773,              0.0016773,              0.0016773
                    166,                 1.1271,                0.55728,                0.81138,                0.77204,                    0.5,                0.51832,                0.26079,                 2.0278,                 1.0539,                 1.0458,              0.0016753,              0.0016753,              0.0016753
                    167,                 1.2413,                0.59808,                0.80993,                 0.6798,                0.53119,                0.49004,                0.28269,                 1.5289,                 1.1739,                 0.9826,              0.0016733,              0.0016733,              0.0016733
                    168,                 1.1311,                0.52674,                0.81721,                0.72641,                0.45833,                0.50194,                0.29525,                 1.5692,                 1.1351,                 0.9645,              0.0016713,              0.0016713,              0.0016713
                    169,                 1.1686,                0.54713,                0.81417,                0.78271,                0.41667,                0.50006,                0.29279,                 1.5016,                 1.2259,                0.94593,              0.0016693,              0.0016693,              0.0016693
                    170,                 1.0765,                 0.5213,                0.81013,                0.53319,                    0.5,                0.45823,                0.26384,                 1.6323,                 1.2502,                0.96098,              0.0016674,              0.0016674,              0.0016674
                    171,                 1.0202,                0.49124,                0.80869,                0.58701,                    0.5,                0.48437,                0.29934,                 1.6178,                 1.0842,                0.97773,              0.0016654,              0.0016654,              0.0016654
                    172,                 1.1742,                0.54861,                0.81455,                0.58871,                0.45833,                0.46557,                0.28501,                 1.5947,                  1.174,                0.97336,              0.0016634,              0.0016634,              0.0016634
                    173,                 1.1738,                0.53637,                0.81689,                0.64544,                  0.375,                0.43566,                0.22728,                 1.6997,                 1.3034,                0.98027,              0.0016614,              0.0016614,              0.0016614
                    174,                 1.1211,                 0.5465,                 0.8103,                 0.8588,                0.41667,                0.49332,                 0.2042,                  1.642,                 1.7822,                0.95259,              0.0016594,              0.0016594,              0.0016594
                    175,                 1.1342,                0.54401,                0.82033,                0.68244,                0.53747,                0.53217,                0.26828,                 1.4933,                 1.5337,                0.92486,              0.0016575,              0.0016575,              0.0016575
                    176,                 1.1349,                0.55924,                0.82072,                0.83683,                0.42802,                0.51911,                0.23307,                 1.8102,                 1.5811,                 0.9586,              0.0016555,              0.0016555,              0.0016555
                    177,                 1.1212,                0.53428,                0.80806,                0.93179,                  0.375,                0.48965,                0.23807,                 1.6469,                  1.592,                0.95584,              0.0016535,              0.0016535,              0.0016535
                    178,                 1.1353,                0.51771,                 0.8148,                0.97829,                0.33333,                0.44007,                0.21859,                 2.0028,                 1.5081,                0.98715,              0.0016515,              0.0016515,              0.0016515
                    179,                 1.1646,                0.55022,                0.80406,                0.83061,                0.41667,                0.48495,                0.23282,                 1.9049,                 1.5719,                0.97815,              0.0016495,              0.0016495,              0.0016495
                    180,                 1.0755,                0.54233,                0.80435,                0.72627,                  0.375,                0.41387,                0.19449,                 1.8976,                 1.8501,                0.98276,              0.0016476,              0.0016476,              0.0016476
                    181,                  1.155,                0.52062,                0.81561,                0.53231,                    0.5,                0.46335,                0.21923,                 1.6403,                 2.0175,                0.97221,              0.0016456,              0.0016456,              0.0016456
                    182,                 1.0738,                0.50686,                0.81176,                0.65836,                0.41667,                0.44454,                0.20965,                 1.7898,                 1.9583,                0.98878,              0.0016436,              0.0016436,              0.0016436
                    183,                 1.1577,                0.59148,                0.80551,                0.73784,                  0.375,                0.46921,                0.24707,                 1.6386,                 1.7987,                0.97715,              0.0016416,              0.0016416,              0.0016416
                    184,                 1.1116,                0.55332,                0.80236,                0.72246,                  0.375,                0.46881,                0.21392,                 1.9174,                 1.8922,                0.99647,              0.0016396,              0.0016396,              0.0016396
                    185,                 1.1027,                0.52217,                0.79921,                0.61557,                0.45833,                0.48009,                0.27866,                 1.4123,                 1.7305,                0.93923,              0.0016377,              0.0016377,              0.0016377
                    186,                 1.2154,                0.56847,                0.81542,                0.66626,                0.41667,                0.45621,                0.22388,                 1.6914,                  1.966,                0.94909,              0.0016357,              0.0016357,              0.0016357
                    187,                 1.1383,                 0.5272,                 0.8151,                0.77828,                0.45833,                0.49523,                0.24489,                 1.6163,                  1.722,                0.94974,              0.0016337,              0.0016337,              0.0016337
                    188,                0.98472,                0.49405,                0.81823,                0.73832,                0.41667,                0.52104,                0.25324,                 1.5817,                 1.1564,                0.93594,              0.0016317,              0.0016317,              0.0016317
                    189,                  1.034,                0.49667,                 0.8162,                0.70516,                0.45833,                0.52153,                 0.2702,                 1.6001,                0.95882,                0.94677,              0.0016297,              0.0016297,              0.0016297
                    190,                 1.0684,                0.51478,                0.79906,                0.65349,                    0.5,                0.51797,                0.25168,                 1.7298,                 1.2763,                0.96732,              0.0016278,              0.0016278,              0.0016278
                    191,                  1.117,                0.51152,                0.80879,                0.66179,                0.40814,                0.45603,                0.25319,                 1.7739,                 1.8537,                0.99338,              0.0016258,              0.0016258,              0.0016258
                    192,                 1.0848,                0.52938,                0.81695,                0.95761,                0.33333,                0.45612,                0.25582,                 1.7907,                 1.7825,                0.98197,              0.0016238,              0.0016238,              0.0016238
                    193,                 1.0972,                0.52612,                0.80065,                0.79485,                  0.375,                0.46627,                0.23697,                 1.8134,                 1.5415,                0.97345,              0.0016218,              0.0016218,              0.0016218
                    194,                 1.0966,                0.52693,                0.80847,                0.55374,                0.54167,                0.53342,                0.25712,                 1.7522,                 1.4904,                0.96361,              0.0016198,              0.0016198,              0.0016198
                    195,                   1.12,                0.52931,                0.80394,                0.59181,                0.54167,                0.55527,                0.27911,                 1.7557,                 1.4939,                0.94435,              0.0016179,              0.0016179,              0.0016179
                    196,                 1.0497,                0.49436,                0.81486,                0.88834,                0.41667,                0.52051,                0.28673,                 1.6907,                 1.2228,                0.93878,              0.0016159,              0.0016159,              0.0016159
                    197,                 1.1005,                0.52713,                0.81023,                0.74942,                0.49856,                0.51812,                0.28388,                 1.7188,                0.99028,                0.94479,              0.0016139,              0.0016139,              0.0016139
                    198,                 1.0605,                0.49828,                0.79774,                0.86634,                0.54024,                 0.6243,                0.33131,                 1.6052,                0.76078,                0.93281,              0.0016119,              0.0016119,              0.0016119
                    199,                 1.0206,                0.49243,                0.80254,                      1,                0.53712,                0.65521,                0.32529,                 1.6475,                0.71178,                0.92581,              0.0016099,              0.0016099,              0.0016099
                    200,                 1.0421,                0.47893,                0.80585,                0.86564,                0.53719,                0.63527,                 0.3522,                 1.5919,                0.68562,                0.92215,               0.001608,               0.001608,               0.001608
                    201,                  1.053,                0.51233,                0.80669,                      1,                0.49728,                0.62839,                0.34292,                 1.5762,                0.83254,                0.92225,               0.001606,               0.001606,               0.001606
                    202,                  1.125,                0.53104,                0.80869,                0.82117,                    0.5,                 0.6161,                0.31654,                 1.6244,                 1.0411,                0.92655,               0.001604,               0.001604,               0.001604
                    203,                 1.0896,                0.50214,                0.80268,                0.84525,                0.45833,                0.57611,                0.30315,                  1.607,                 1.1604,                0.93702,               0.001602,               0.001602,               0.001602
                    204,                 1.1663,                0.52636,                0.82403,                      1,                0.45549,                0.58974,                0.30839,                 1.5567,                 1.4739,                0.92549,                 0.0016,                 0.0016,                 0.0016
                    205,                 1.1031,                0.48126,                0.81374,                0.79812,                0.54167,                0.62737,                0.35751,                 1.4945,                 0.8921,                0.91575,              0.0015981,              0.0015981,              0.0015981
                    206,                 1.1191,                0.52602,                0.81143,                0.91421,                0.54167,                0.62899,                0.33771,                 1.4146,                0.75875,                0.91336,              0.0015961,              0.0015961,              0.0015961
                    207,                 1.1048,                0.52418,                0.81443,                0.84854,                0.58333,                0.63476,                0.34713,                 1.4175,                0.64339,                0.92298,              0.0015941,              0.0015941,              0.0015941
                    208,                 1.0764,                0.49239,                0.80729,                0.98012,                    0.5,                0.59924,                0.32938,                 1.5009,                0.56264,                0.91844,              0.0015921,              0.0015921,              0.0015921
                    209,                 1.0801,                0.52854,                0.79512,                0.78082,                    0.5,                0.59938,                0.34598,                 1.5171,                0.90801,                 0.9366,              0.0015901,              0.0015901,              0.0015901
                    210,                 1.0374,                0.51485,                0.80061,                0.97211,                  0.375,                0.51546,                0.29475,                 1.6981,                 2.3111,                 1.0085,              0.0015882,              0.0015882,              0.0015882
                    211,                 1.1166,                 0.5265,                0.81094,                0.85379,                0.48728,                0.58137,                0.26646,                  1.829,                 1.7565,                0.99285,              0.0015862,              0.0015862,              0.0015862
                    212,                 1.1015,                0.52261,                0.81203,                0.90407,                0.45833,                0.57292,                0.28801,                 1.8684,                 1.2508,                0.96709,              0.0015842,              0.0015842,              0.0015842
                    213,                 1.1462,                0.55536,                0.80934,                0.68386,                0.54167,                0.56299,                0.29482,                 1.7786,                 1.4095,                0.97195,              0.0015822,              0.0015822,              0.0015822
                    214,                 1.1281,                0.54236,                0.79763,                0.66403,                0.54167,                  0.562,                0.28601,                 1.6805,                 1.0621,                0.96025,              0.0015802,              0.0015802,              0.0015802
                    215,                 1.0999,                0.52634,                 0.8037,                0.74337,                0.54167,                0.58017,                0.28676,                 1.5465,                 1.1029,                0.94091,              0.0015783,              0.0015783,              0.0015783
                    216,                 1.0187,                0.48378,                0.80394,                 0.8507,                    0.5,                 0.5872,                  0.304,                  1.576,                0.80121,                0.93966,              0.0015763,              0.0015763,              0.0015763
                    217,                 1.0618,                0.49248,                0.81238,                0.79425,                    0.5,                0.56702,                0.30108,                 1.7462,                0.78639,                0.95917,              0.0015743,              0.0015743,              0.0015743
                    218,                  1.069,                0.49192,                0.81601,                0.54866,                    0.5,                0.52017,                0.29748,                 1.6447,                 1.0035,                0.93971,              0.0015723,              0.0015723,              0.0015723
                    219,                 1.0355,                0.49493,                0.81142,                 0.7406,                0.45833,                0.57188,                0.32249,                 1.4079,                0.82528,                0.89987,              0.0015703,              0.0015703,              0.0015703
                    220,                 1.0614,                0.49035,                0.81511,                0.71663,                 0.5274,                0.55573,                 0.3428,                 1.3991,                 1.0056,                0.91329,              0.0015684,              0.0015684,              0.0015684
                    221,                 1.0454,                0.49459,                0.80666,                0.85069,                0.45833,                0.55217,                0.32313,                 1.6425,                 1.2228,                 0.9511,              0.0015664,              0.0015664,              0.0015664
                    222,                 1.0617,                0.51741,                0.79539,                0.70049,                0.45833,                0.52328,                0.32174,                 1.6295,                 1.4293,                0.94806,              0.0015644,              0.0015644,              0.0015644
                    223,                 1.0834,                0.50055,                 0.7959,                0.89873,                0.45833,                0.55209,                0.34186,                 1.4601,                0.99236,                0.92666,              0.0015624,              0.0015624,              0.0015624
                    224,                 1.0659,                0.50734,                0.80499,                 0.8454,                0.45588,                0.52911,                 0.3109,                 1.5889,                0.77434,                0.93753,              0.0015604,              0.0015604,              0.0015604
                    225,                0.97679,                0.47584,                0.81117,                 0.8968,                0.45833,                0.55625,                0.29857,                  1.703,                 1.2974,                0.96184,              0.0015585,              0.0015585,              0.0015585
                    226,                 1.0352,                0.49214,                0.81419,                0.88543,                  0.375,                0.51395,                0.29009,                 1.8016,                 1.4436,                0.98618,              0.0015565,              0.0015565,              0.0015565
                    227,                 1.0402,                0.48547,                0.80486,                      1,                0.41452,                0.55357,                0.29608,                 1.6361,                  1.225,                 0.9703,              0.0015545,              0.0015545,              0.0015545
                    228,                 1.0583,                  0.495,                0.80562,                0.98718,                0.41667,                0.55985,                0.32903,                 1.6387,                 1.4509,                0.97889,              0.0015525,              0.0015525,              0.0015525
                    229,                 1.0932,                0.50824,                0.80463,                0.98182,                0.41667,                0.55696,                0.33256,                  1.668,                0.95625,                0.94964,              0.0015505,              0.0015505,              0.0015505
                    230,                 1.0369,                0.47852,                0.79906,                0.97358,                0.45833,                0.57393,                0.34844,                 1.6496,                 1.1407,                0.96038,              0.0015486,              0.0015486,              0.0015486
                    231,                 1.0791,                0.49405,                0.79011,                0.88553,                0.45833,                0.57512,                0.30536,                 1.6173,                 1.1407,                0.94617,              0.0015466,              0.0015466,              0.0015466
                    232,                 1.0962,                0.49898,                0.79786,                0.78259,                0.45043,                0.56918,                0.32727,                 1.4894,                 1.1366,                0.93343,              0.0015446,              0.0015446,              0.0015446
                    233,                 1.1249,                0.51296,                0.79808,                0.80632,                0.41667,                0.57536,                0.33977,                 1.5054,                 1.6063,                0.94137,              0.0015426,              0.0015426,              0.0015426
                    234,                 1.0717,                0.51288,                0.80272,                 0.5781,                0.51426,                0.58636,                 0.3267,                 1.5987,                0.99614,                0.95007,              0.0015406,              0.0015406,              0.0015406
                    235,                0.95424,                0.46031,                0.78788,                0.82041,                    0.5,                0.60421,                0.34503,                  1.482,                0.56337,                 0.9391,              0.0015387,              0.0015387,              0.0015387
                    236,                 1.0441,                0.52258,                0.82134,                0.83524,                    0.5,                0.58615,                0.35148,                 1.3833,                0.52992,                0.92847,              0.0015367,              0.0015367,              0.0015367
                    237,                 1.0204,                 0.4873,                0.80483,                0.61431,                0.54167,                0.56907,                0.32507,                 1.4476,                 0.7374,                0.91762,              0.0015347,              0.0015347,              0.0015347
                    238,                0.99185,                0.48418,                0.80527,                0.82401,                  0.375,                0.49586,                0.29536,                 1.5628,                 1.1087,                0.93291,              0.0015327,              0.0015327,              0.0015327
                    239,                 1.0053,                0.48931,                0.80525,                0.76474,                0.41667,                0.47464,                0.26374,                 1.7534,                 1.6078,                0.96495,              0.0015307,              0.0015307,              0.0015307
                    240,                 1.0977,                0.54281,                0.80947,                0.51269,                0.45833,                0.42078,                 0.2344,                 1.6846,                 1.3152,                0.94769,              0.0015288,              0.0015288,              0.0015288
                    241,                0.94892,                 0.4772,                0.80314,                0.49923,                0.41545,                 0.3878,                0.21618,                 1.6578,                 1.4016,                0.93236,              0.0015268,              0.0015268,              0.0015268
                    242,                 1.0902,                0.53005,                0.80505,                0.52874,                0.37405,                0.38031,                0.20717,                 1.8582,                 1.6218,                0.97768,              0.0015248,              0.0015248,              0.0015248
                    243,                 1.0787,                0.50218,                0.79836,                0.61572,                0.33333,                0.37104,                0.18781,                 1.8631,                 2.0518,                0.98516,              0.0015228,              0.0015228,              0.0015228
                    244,                 1.1391,                0.51323,                0.80441,                0.86827,                0.29167,                0.38587,                0.19025,                 1.8398,                 2.1737,                0.96471,              0.0015208,              0.0015208,              0.0015208
                    245,                 1.0407,                0.49813,                0.81377,                0.76386,                0.40504,                0.47213,                0.25399,                   1.83,                 1.8413,                0.97231,              0.0015189,              0.0015189,              0.0015189
                    246,                 1.0091,                0.45738,                0.80739,                0.80471,                0.41667,                0.50286,                0.23241,                  1.729,                 1.4703,                0.95418,              0.0015169,              0.0015169,              0.0015169
                    247,                 1.0476,                0.48563,                0.79013,                0.91087,                0.41667,                0.52788,                0.27707,                 1.6813,                 1.5884,                0.96871,              0.0015149,              0.0015149,              0.0015149
                    248,                 1.0336,                0.48762,                0.79788,                0.86387,                0.52941,                0.59395,                0.31384,                 1.6722,                0.79291,                 0.9771,              0.0015129,              0.0015129,              0.0015129
                    249,                0.99205,                0.47097,                0.80384,                 0.9788,                0.45833,                0.57645,                0.35289,                 1.5756,                0.59092,                0.95043,              0.0015109,              0.0015109,              0.0015109
                    250,                 1.0236,                  0.466,                0.80313,                0.84544,                0.45601,                0.55152,                0.33606,                  1.528,                0.81502,                0.91894,               0.001509,               0.001509,               0.001509
                    251,                  1.051,                 0.4984,                0.80485,                0.84358,                0.44998,                0.54517,                0.33127,                 1.4974,                 1.0086,                0.91737,               0.001507,               0.001507,               0.001507
                    252,                 1.0476,                0.48005,                0.80984,                0.78186,                    0.5,                0.60332,                0.29784,                 1.6286,                 1.2818,                0.92102,               0.001505,               0.001505,               0.001505
                    253,                 1.0608,                0.48863,                 0.8033,                0.83707,                0.45833,                0.56232,                 0.3171,                 1.6384,                 1.2802,                0.92274,               0.001503,               0.001503,               0.001503
                    254,                0.93728,                0.44951,                0.79964,                0.79608,                0.48856,                0.61415,                0.32922,                 1.5523,                 1.1396,                0.92494,               0.001501,               0.001501,               0.001501
                    255,                0.97208,                0.45363,                0.81296,                 0.8452,                0.45525,                0.59771,                0.34363,                 1.5146,                 1.4796,                0.93208,              0.0014991,              0.0014991,              0.0014991
                    256,                 1.0148,                0.47774,                 0.8178,                0.84508,                0.45486,                0.59465,                0.30587,                 1.7431,                 1.3943,                0.95057,              0.0014971,              0.0014971,              0.0014971
                    257,                0.99036,                0.46028,                0.80586,                0.77317,                0.54167,                0.61679,                0.32121,                 1.6605,                 1.2821,                0.94114,              0.0014951,              0.0014951,              0.0014951
                    258,                0.93392,                0.43494,                0.79681,                0.60275,                0.41667,                0.52767,                0.30624,                 1.7259,                 1.5824,                0.95803,              0.0014931,              0.0014931,              0.0014931
                    259,                 0.9923,                0.44785,                0.79406,                0.98186,                0.33333,                0.51877,                0.30178,                 1.6292,                 1.5838,                 0.9563,              0.0014911,              0.0014911,              0.0014911
                    260,                0.96836,                0.45895,                0.79025,                0.62377,                    0.5,                0.52207,                0.29726,                 1.4843,                 1.6386,                0.92442,              0.0014892,              0.0014892,              0.0014892
                    261,                0.95911,                0.46752,                0.79823,                0.73259,                0.41667,                0.56006,                0.28706,                 1.4665,                 1.5551,                0.91781,              0.0014872,              0.0014872,              0.0014872
                    262,                 1.0329,                0.47376,                0.81284,                0.83598,                  0.375,                0.51454,                0.29007,                 1.5183,                 1.6605,                0.92204,              0.0014852,              0.0014852,              0.0014852
                    263,                0.98977,                0.47812,                0.79224,                0.79215,                0.41667,                0.49834,                0.28588,                 1.5821,                 1.6639,                0.93557,              0.0014832,              0.0014832,              0.0014832
                    264,                 1.0632,                0.49001,                0.81213,                0.81484,                  0.375,                0.45045,                0.25843,                 1.6333,                 2.4728,                0.96749,              0.0014812,              0.0014812,              0.0014812
                    265,                 1.0093,                0.49243,                0.82307,                0.51032,                0.41667,                 0.3834,                0.22775,                 1.6077,                 2.2206,                0.94863,              0.0014793,              0.0014793,              0.0014793
                    266,                0.97242,                0.45765,                0.80092,                0.62439,                0.41565,                0.42064,                0.25329,                 1.6676,                 1.1011,                0.93244,              0.0014773,              0.0014773,              0.0014773
                    267,                0.97878,                 0.4744,                0.80531,                0.80292,                0.41667,                0.46261,                0.25632,                 1.7789,                 1.4223,                0.96479,              0.0014753,              0.0014753,              0.0014753
                    268,                0.95309,                0.45786,                0.80695,                0.62457,                  0.375,                 0.4329,                0.23263,                 1.6776,                 1.8477,                0.96596,              0.0014733,              0.0014733,              0.0014733
                    269,                 1.0055,                 0.4686,                0.79456,                0.74675,                0.29167,                0.37263,                0.23582,                 1.5483,                 1.8171,                0.95635,              0.0014713,              0.0014713,              0.0014713
                    270,                0.98194,                0.45158,                0.80314,                 0.9506,                0.33333,                 0.4249,                0.26347,                 1.5781,                 1.4274,                0.94268,              0.0014694,              0.0014694,              0.0014694
                    271,                0.93079,                0.45921,                 0.7951,                0.87995,                    0.5,                0.57641,                0.27687,                 1.6165,                  1.058,                0.94087,              0.0014674,              0.0014674,              0.0014674
                    272,                 1.0384,                0.48502,                0.80529,                0.90435,                0.41667,                0.53381,                0.26041,                 1.8386,                 1.8719,                0.97691,              0.0014654,              0.0014654,              0.0014654
                    273,                0.96622,                 0.4706,                0.80239,                0.90455,                0.41667,                0.53446,                 0.2662,                 1.6861,                 1.7063,                0.96881,              0.0014634,              0.0014634,              0.0014634
                    274,                 1.0479,                0.46181,                0.79589,                0.73141,                0.54167,                0.60497,                0.32279,                 1.5056,                 1.1299,                0.95869,              0.0014614,              0.0014614,              0.0014614
                    275,                 1.0288,                0.47678,                0.78272,                0.80127,                0.45833,                0.58887,                0.32066,                 1.5585,                0.88573,                 0.9559,              0.0014595,              0.0014595,              0.0014595
                    276,                 1.0185,                0.46496,                0.81394,                      1,                0.45682,                0.54748,                0.32998,                 1.5978,                 1.1634,                0.96392,              0.0014575,              0.0014575,              0.0014575
                    277,                0.94894,                0.45063,                0.80528,                0.89806,                    0.5,                0.58853,                 0.3177,                 1.5847,                 1.2696,                0.95289,              0.0014555,              0.0014555,              0.0014555
                    278,                 1.0198,                0.47772,                0.79832,                0.96898,                0.45833,                0.57046,                0.32838,                 1.4621,                  1.177,                  0.943,              0.0014535,              0.0014535,              0.0014535
                    279,                 1.0653,                0.48949,                0.80219,                0.91983,                0.45833,                0.56899,                0.31846,                 1.4858,                 1.0958,                0.92805,              0.0014515,              0.0014515,              0.0014515
