                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    569,                0.73736,                 0.3695,                0.79383,                0.82821,                    0.5,                 0.5978,                0.39378,                 1.3339,                 1.6232,                0.92199,             0.00087734,             0.00087734,             0.00087734
                    570,                0.72047,                0.35816,                  0.801,                0.85686,                0.49893,                0.58128,                0.37829,                 1.3965,                  1.612,                0.92335,             0.00087536,             0.00087536,             0.00087536
                    571,                 0.6854,                0.34806,                0.78811,                0.84032,                0.45833,                0.59752,                0.40757,                 1.3365,                 1.3445,                 0.9238,             0.00087338,             0.00087338,             0.00087338
                    572,                0.73931,                0.36515,                0.78886,                0.84197,                0.45833,                0.61012,                0.41037,                 1.3637,                 1.4195,                0.92492,              0.0008714,              0.0008714,              0.0008714
                    573,                0.74151,                0.35343,                0.78916,                0.82412,                    0.5,                0.58324,                0.37294,                 1.4345,                 1.6309,                0.92471,             0.00086942,             0.00086942,             0.00086942
                    574,                0.67143,                0.33091,                0.79813,                0.73253,                    0.5,                0.60065,                0.38024,                 1.3372,                 1.5142,                0.91954,             0.00086744,             0.00086744,             0.00086744
                    575,                0.70575,                0.35434,                0.78263,                0.71468,                0.52242,                0.59703,                0.39304,                 1.2695,                 1.2542,                0.91148,             0.00086546,             0.00086546,             0.00086546
                    576,                0.72866,                0.34151,                0.78041,                0.83604,                0.45833,                0.58626,                0.40205,                 1.2715,                 1.0181,                0.90569,             0.00086348,             0.00086348,             0.00086348
                    577,                0.69337,                0.33804,                0.79585,                0.83535,                0.45833,                0.59353,                0.40057,                 1.2975,                0.95005,                 0.9037,              0.0008615,              0.0008615,              0.0008615
                    578,                0.74094,                0.36613,                0.77197,                 0.8383,                0.45833,                0.63386,                0.42864,                 1.2554,                0.74164,                0.89574,             0.00085952,             0.00085952,             0.00085952
                    579,                0.74228,                0.36157,                0.78304,                0.92743,                0.53304,                0.71435,                0.44246,                 1.2225,                0.63502,                0.89517,             0.00085754,             0.00085754,             0.00085754
                    580,                0.75045,                0.37606,                0.78091,                0.87216,                0.58333,                0.72971,                0.45715,                 1.2127,                0.70737,                0.90089,             0.00085556,             0.00085556,             0.00085556
                    581,                0.75185,                0.36147,                0.78776,                0.92584,                0.58333,                0.71522,                0.45595,                 1.1827,                0.83183,                0.89966,             0.00085358,             0.00085358,             0.00085358
                    582,                0.67648,                0.34561,                0.78571,                0.84337,                0.54167,                0.69358,                0.45784,                 1.1736,                0.92004,                0.89827,              0.0008516,              0.0008516,              0.0008516
                    583,                 0.7365,                 0.3514,                0.78154,                0.74209,                0.48023,                0.62723,                0.43643,                 1.1556,                 1.0281,                0.89855,             0.00084962,             0.00084962,             0.00084962
                    584,                0.71413,                0.35433,                0.78091,                0.71546,                0.52443,                0.62019,                0.42355,                 1.2276,                 1.0549,                0.90255,             0.00084764,             0.00084764,             0.00084764
                    585,                0.72522,                0.34311,                0.77211,                0.76236,                0.53503,                0.60621,                0.41681,                 1.2353,                 1.0248,                0.89982,             0.00084566,             0.00084566,             0.00084566
                    586,                0.74418,                0.37219,                0.78148,                0.71752,                0.52968,                0.61554,                0.42436,                 1.2457,                 1.0301,                0.90105,             0.00084368,             0.00084368,             0.00084368
                    587,                0.72806,                0.39144,                0.78748,                 0.9081,                0.41215,                0.60943,                0.41502,                 1.2681,                0.99956,                0.89941,              0.0008417,              0.0008417,              0.0008417
                    588,                0.74818,                0.36737,                0.79064,                0.70143,                0.48991,                0.61835,                0.40739,                 1.3118,                 1.0715,                0.89941,             0.00083972,             0.00083972,             0.00083972
                    589,                0.74863,                0.36075,                0.79058,                0.79577,                0.48768,                0.62699,                0.40645,                 1.2869,                   1.08,                0.89837,             0.00083774,             0.00083774,             0.00083774
                    590,                0.68258,                0.35686,                0.78551,                0.80709,                0.52365,                0.60781,                0.41204,                 1.2964,                 1.0289,                0.89622,             0.00083576,             0.00083576,             0.00083576
                    591,                0.71468,                0.37386,                0.78253,                0.67457,                0.54167,                0.59146,                0.40684,                 1.2981,                 1.0473,                0.90009,             0.00083378,             0.00083378,             0.00083378
                    592,                 0.7189,                0.34723,                 0.7915,                0.69914,                0.54167,                 0.5852,                0.39987,                 1.2795,                 1.1475,                0.90619,              0.0008318,              0.0008318,              0.0008318
                    593,                0.70145,                0.34433,                0.78488,                0.67348,                0.54167,                0.59161,                0.39513,                 1.2934,                 1.1591,                0.91124,             0.00082982,             0.00082982,             0.00082982
                    594,                0.72322,                0.35499,                0.78974,                0.69194,                    0.5,                0.59278,                0.39993,                 1.3233,                 1.2627,                 0.9162,             0.00082784,             0.00082784,             0.00082784
                    595,                0.72627,                0.36356,                0.78419,                0.61729,                0.54167,                0.58369,                0.37924,                 1.3759,                 1.1555,                0.92313,             0.00082586,             0.00082586,             0.00082586
                    596,                0.74363,                0.36187,                0.78576,                0.71646,                0.52698,                0.58618,                0.36612,                 1.3559,                 1.0763,                0.92022,             0.00082388,             0.00082388,             0.00082388
                    597,                0.76753,                0.36539,                0.78404,                0.67906,                0.52943,                0.58949,                0.36713,                 1.2706,                 1.0937,                 0.9119,              0.0008219,              0.0008219,              0.0008219
                    598,                0.70103,                0.34763,                 0.7802,                0.81254,                0.41667,                 0.5673,                0.36835,                 1.2532,                 1.1764,                0.90958,             0.00081992,             0.00081992,             0.00081992
                    599,                0.68257,                0.33129,                0.77919,                0.85207,                0.41667,                0.59342,                 0.3866,                 1.2205,                 1.2622,                 0.9025,             0.00081794,             0.00081794,             0.00081794
                    600,                0.69751,                0.35629,                0.79163,                 0.7063,                  0.625,                0.67963,                0.41865,                 1.2088,                 1.2509,                0.89643,             0.00081596,             0.00081596,             0.00081596
                    601,                0.69602,                0.34163,                0.78233,                0.92796,                0.53706,                0.65695,                0.41486,                 1.2366,                 1.2738,                0.89132,             0.00081398,             0.00081398,             0.00081398
                    602,                0.66986,                0.33572,                0.78874,                0.93234,                0.57463,                0.66633,                0.40877,                 1.2692,                 1.3069,                0.89151,               0.000812,               0.000812,               0.000812
                    603,                0.69574,                0.34746,                0.77568,                 0.8886,                    0.5,                 0.6644,                0.42698,                 1.2342,                 1.1204,                0.88853,             0.00081002,             0.00081002,             0.00081002
                    604,                 0.6606,                0.33987,                0.77966,                0.92293,                0.49903,                0.64656,                0.41765,                 1.2104,                 1.2688,                0.89121,             0.00080804,             0.00080804,             0.00080804
                    605,                0.68815,                 0.3489,                0.77878,                0.89147,                0.54167,                0.71058,                0.43719,                 1.2233,                 1.5529,                 0.9017,             0.00080606,             0.00080606,             0.00080606
                    606,                0.70312,                0.34343,                0.78682,                0.91002,                0.54167,                0.71391,                 0.4287,                 1.2387,                 1.6241,                0.90954,             0.00080408,             0.00080408,             0.00080408
                    607,                0.67945,                0.35099,                 0.7889,                0.83906,                    0.5,                  0.656,                0.40102,                 1.2883,                 1.4305,                0.91577,              0.0008021,              0.0008021,              0.0008021
                    608,                0.73612,                0.35938,                0.78219,                 0.8438,                    0.5,                0.64084,                0.39253,                 1.3351,                 1.5025,                0.91794,             0.00080012,             0.00080012,             0.00080012
                    609,                0.68546,                0.34256,                0.77312,                0.92253,                0.49647,                0.65248,                0.39053,                 1.2729,                  1.642,                0.91156,             0.00079814,             0.00079814,             0.00079814
                    610,                0.65052,                0.33516,                 0.7848,                0.77334,                0.45833,                0.59688,                0.39678,                 1.2089,                 1.5839,                0.90915,             0.00079616,             0.00079616,             0.00079616
                    611,                0.68086,                0.33569,                0.78449,                 0.7952,                0.45833,                0.58939,                0.39868,                 1.1854,                 1.5287,                0.89738,             0.00079418,             0.00079418,             0.00079418
                    612,                0.74004,                0.36476,                0.78337,                0.73347,                    0.5,                0.63622,                0.42817,                 1.1878,                 1.1939,                0.89856,              0.0007922,              0.0007922,              0.0007922
                    613,                0.71989,                0.35708,                0.77808,                0.75421,                    0.5,                 0.6615,                0.44141,                 1.1674,                  1.041,                0.89924,             0.00079022,             0.00079022,             0.00079022
                    614,                0.71162,                0.35564,                0.79274,                0.87492,                0.58293,                0.68875,                0.42683,                 1.1895,                0.96501,                0.89762,             0.00078824,             0.00078824,             0.00078824
                    615,                0.69054,                0.35127,                0.78167,                0.93169,                0.56892,                0.69757,                0.42919,                 1.2571,                0.93847,                0.90218,             0.00078626,             0.00078626,             0.00078626
                    616,                0.68015,                0.34936,                0.77136,                0.92285,                0.49852,                0.65141,                0.43413,                 1.2875,                0.96085,                0.90297,             0.00078428,             0.00078428,             0.00078428
                    617,                 0.7049,                0.34114,                0.78078,                0.92249,                0.49618,                0.65758,                0.43852,                 1.3574,                0.97696,                 0.9066,              0.0007823,              0.0007823,              0.0007823
                    618,                0.63397,                0.33717,                0.77717,                0.84075,                    0.5,                0.65008,                0.43366,                 1.3368,                 1.0271,                0.90966,             0.00078032,             0.00078032,             0.00078032
                    619,                0.70624,                0.35485,                0.77457,                 0.7986,                0.54167,                 0.6516,                0.42318,                 1.3101,                 1.1006,                0.90912,             0.00077834,             0.00077834,             0.00077834
                    620,                0.70907,                0.35628,                0.78814,                0.90933,                0.45833,                0.61747,                0.42858,                 1.2789,                 1.0423,                0.90357,             0.00077636,             0.00077636,             0.00077636
                    621,                0.72495,                0.35347,                0.79207,                0.90354,                0.45833,                0.64044,                0.41567,                 1.2705,                 1.0743,                0.90073,             0.00077438,             0.00077438,             0.00077438
                    622,                0.66174,                0.34288,                0.77774,                0.90522,                0.45833,                0.62027,                0.39228,                 1.3173,                0.99108,                0.90249,              0.0007724,              0.0007724,              0.0007724
                    623,                  0.698,                0.35261,                0.77701,                0.90265,                0.45833,                0.59681,                0.41422,                 1.3272,                0.90275,                0.90301,             0.00077042,             0.00077042,             0.00077042
                    624,                0.68944,                0.34841,                0.78304,                0.90312,                0.45833,                0.60643,                0.40653,                  1.328,                 1.0002,                0.89913,             0.00076844,             0.00076844,             0.00076844
                    625,                0.69022,                0.35209,                0.78713,                0.94576,                0.41667,                0.62867,                0.40589,                 1.3457,                 1.0804,                0.89892,             0.00076646,             0.00076646,             0.00076646
                    626,                0.67581,                0.34119,                0.78398,                0.90654,                0.41667,                0.64252,                0.43346,                 1.2458,                  1.119,                0.89695,             0.00076448,             0.00076448,             0.00076448
                    627,                0.67316,                0.34245,                0.77866,                0.89279,                0.41667,                0.63444,                0.43094,                 1.2103,                 1.1778,                0.89168,              0.0007625,              0.0007625,              0.0007625
                    628,                0.72904,                0.34906,                0.78318,                0.75617,                0.54167,                0.62578,                0.40986,                 1.1358,                 1.2671,                0.89031,             0.00076052,             0.00076052,             0.00076052
                    629,                0.65709,                0.34282,                0.77341,                 0.7103,                    0.5,                0.62092,                0.39945,                 1.1885,                 1.1817,                0.89954,             0.00075854,             0.00075854,             0.00075854
                    630,                0.64753,                0.33217,                 0.7863,                0.71087,                0.45833,                0.62825,                0.40517,                 1.2097,                  1.098,                0.90247,             0.00075656,             0.00075656,             0.00075656
                    631,                0.67983,                 0.3461,                0.76846,                0.84724,                0.46244,                0.63574,                 0.4044,                 1.2378,                 1.0405,                0.90138,             0.00075458,             0.00075458,             0.00075458
                    632,                0.65057,                 0.3246,                0.78627,                 0.9041,                    0.5,                0.64489,                 0.4103,                 1.2099,                 1.0311,                0.90307,              0.0007526,              0.0007526,              0.0007526
                    633,                0.69674,                0.34923,                0.77546,                0.90263,                    0.5,                 0.6418,                0.40944,                 1.2397,                0.93706,                0.90793,             0.00075062,             0.00075062,             0.00075062
                    634,                0.70563,                0.35221,                0.78185,                0.85308,                0.48461,                0.64101,                0.40391,                 1.2729,                0.78894,                0.91365,             0.00074864,             0.00074864,             0.00074864
                    635,                  0.677,                0.34253,                0.78991,                0.92289,                 0.4988,                0.65905,                0.40257,                 1.2968,                0.65125,                0.91588,             0.00074666,             0.00074666,             0.00074666
                    636,                0.68089,                0.34131,                0.78514,                0.92275,                 0.4979,                 0.6365,                0.40689,                 1.2827,                0.61077,                0.91946,             0.00074468,             0.00074468,             0.00074468
                    637,                0.68483,                0.35206,                 0.7926,                0.90486,                0.45833,                0.62231,                0.39134,                 1.2747,                0.62848,                0.92463,              0.0007427,              0.0007427,              0.0007427
                    638,                0.65082,                0.32028,                0.78181,                0.86507,                0.53468,                0.65325,                0.38564,                 1.2627,                0.68953,                0.91812,             0.00074072,             0.00074072,             0.00074072
                    639,                0.65806,                0.33933,                0.77477,                0.68469,                0.54167,                0.64668,                 0.3932,                   1.26,                0.95417,                0.91985,             0.00073874,             0.00073874,             0.00073874
                    640,                0.69847,                0.34709,                0.78471,                      1,                 0.4518,                0.64218,                0.39824,                 1.2682,                 1.0877,                0.92113,             0.00073676,             0.00073676,             0.00073676
                    641,                0.68319,                0.35675,                0.77772,                0.79741,                0.49244,                0.63092,                0.38594,                 1.2434,                 1.1852,                0.91842,             0.00073478,             0.00073478,             0.00073478
                    642,                0.68312,                0.33994,                0.78401,                0.98493,                0.41667,                0.59369,                0.37167,                 1.2819,                 1.2784,                0.92014,              0.0007328,              0.0007328,              0.0007328
                    643,                0.67704,                0.34171,                0.77768,                0.70988,                0.41667,                0.53081,                0.37594,                 1.2389,                 1.3602,                 0.9229,             0.00073082,             0.00073082,             0.00073082
                    644,                0.66633,                0.34703,                0.78381,                 0.8332,                0.41629,                0.52103,                0.35271,                 1.3263,                 1.4085,                0.92982,             0.00072884,             0.00072884,             0.00072884
                    645,                0.70214,                0.34681,                0.77966,                 0.9155,                0.45194,                0.56902,                0.36194,                 1.2562,                 1.4901,                0.92324,             0.00072686,             0.00072686,             0.00072686
                    646,                0.67739,                0.32921,                0.78263,                0.89426,                0.45833,                0.57488,                0.36131,                  1.274,                 1.4406,                0.91752,             0.00072488,             0.00072488,             0.00072488
                    647,                0.67482,                0.34257,                0.78024,                0.90414,                0.45833,                  0.595,                0.37597,                 1.2441,                 1.4285,                0.91393,              0.0007229,              0.0007229,              0.0007229
                    648,                0.63992,                0.32722,                0.77203,                0.89628,                0.41667,                 0.6043,                 0.4063,                 1.2072,                 1.5995,                0.91828,             0.00072092,             0.00072092,             0.00072092
                    649,                 0.6792,                0.33632,                0.78281,                0.90673,                0.45833,                0.61333,                0.43294,                  1.211,                 1.5672,                0.91266,             0.00071894,             0.00071894,             0.00071894
                    650,                0.68168,                0.34187,                0.78508,                0.92247,                0.49605,                0.62663,                0.43292,                  1.202,                 1.5266,                0.90666,             0.00071696,             0.00071696,             0.00071696
                    651,                0.68972,                0.33801,                0.78952,                0.92207,                0.49345,                 0.6562,                0.44575,                 1.1521,                 1.3384,                0.90386,             0.00071498,             0.00071498,             0.00071498
                    652,                 0.7003,                0.35311,                0.78282,                0.98543,                    0.5,                0.68839,                 0.4578,                 1.1684,                 1.2524,                0.90412,               0.000713,               0.000713,               0.000713
                    653,                0.68827,                0.34062,                0.78197,                0.89286,                0.54167,                0.72013,                0.44732,                 1.1904,                  1.061,                 0.9093,             0.00071102,             0.00071102,             0.00071102
                    654,                0.65253,                0.34235,                0.78226,                0.74652,                  0.625,                0.70624,                0.43385,                 1.1746,                0.78778,                0.90791,             0.00070904,             0.00070904,             0.00070904
                    655,                 0.6576,                0.32589,                 0.7866,                0.96239,                    0.5,                0.65861,                0.43185,                 1.2121,                0.66377,                0.90687,             0.00070706,             0.00070706,             0.00070706
                    656,                0.65891,                0.33458,                0.78074,                0.97682,                    0.5,                0.64723,                0.44261,                 1.2257,                0.65975,                0.90822,             0.00070508,             0.00070508,             0.00070508
                    657,                0.66972,                 0.3333,                0.78438,                0.86711,                0.45833,                0.61183,                0.40275,                 1.3439,                 0.8662,                0.92827,              0.0007031,              0.0007031,              0.0007031
                    658,                0.65431,                0.33118,                0.78249,                0.95244,                0.45833,                0.61033,                 0.3913,                 1.3981,                 1.0011,                0.93193,             0.00070112,             0.00070112,             0.00070112
                    659,                0.65376,                0.34057,                0.77482,                0.88157,                0.45833,                0.60048,                0.38692,                  1.411,                 1.0517,                0.92254,             0.00069914,             0.00069914,             0.00069914
                    660,                0.69534,                0.36784,                0.77001,                0.66586,                0.54167,                0.63276,                0.35981,                  1.449,                0.94631,                0.92578,             0.00069716,             0.00069716,             0.00069716
                    661,                0.65027,                0.32871,                0.78609,                0.83044,                0.61269,                0.66967,                0.37928,                 1.3886,                0.85926,                0.92811,             0.00069518,             0.00069518,             0.00069518
                    662,                0.61717,                0.32476,                0.77972,                0.74511,                0.58333,                0.66778,                0.38238,                 1.3514,                0.79565,                0.92644,              0.0006932,              0.0006932,              0.0006932
                    663,                0.67777,                0.33126,                0.79353,                0.88095,                0.61706,                0.67814,                0.39889,                  1.297,                0.66138,                0.92218,             0.00069122,             0.00069122,             0.00069122
                    664,                0.63139,                0.32951,                0.79095,                0.86109,                  0.625,                0.72047,                0.44069,                 1.2436,                0.59742,                0.91596,             0.00068924,             0.00068924,             0.00068924
                    665,                0.69597,                0.34135,                 0.7784,                0.99952,                0.54167,                0.67789,                0.45129,                 1.2797,                0.52719,                0.92272,             0.00068726,             0.00068726,             0.00068726
                    666,                0.67092,                0.33706,                0.77552,                 0.9721,                0.54167,                0.68845,                0.46722,                 1.2401,                0.48339,                0.92656,             0.00068528,             0.00068528,             0.00068528
                    667,                0.62285,                0.32416,                0.78383,                0.97225,                0.54167,                0.70225,                0.46903,                 1.2425,                0.47283,                 0.9269,              0.0006833,              0.0006833,              0.0006833
                    668,                0.68683,                0.34445,                 0.7778,                0.90844,                0.54167,                0.68067,                0.46982,                 1.2245,                0.46583,                0.92314,             0.00068132,             0.00068132,             0.00068132
                    669,                0.68056,                0.33961,                0.78351,                0.89517,                0.54167,                0.67152,                0.46056,                 1.2483,                0.48038,                0.92574,             0.00067934,             0.00067934,             0.00067934
                    670,                0.66866,                0.34006,                0.78594,                0.81817,                0.56309,                0.71639,                0.47362,                 1.2129,                 0.4802,                0.92207,             0.00067736,             0.00067736,             0.00067736
                    671,                0.66699,                0.34137,                0.78043,                0.92507,                0.54167,                0.69122,                0.47474,                 1.2587,                0.49569,                0.92662,             0.00067538,             0.00067538,             0.00067538
                    672,                0.67952,                0.32966,                 0.7805,                0.91794,                0.54167,                 0.6792,                0.47157,                 1.2293,                0.49654,                0.93216,              0.0006734,              0.0006734,              0.0006734
                    673,                0.62243,                0.32598,                0.77362,                0.91673,                0.54167,                0.68481,                0.45921,                 1.1868,                0.55279,                0.93258,             0.00067142,             0.00067142,             0.00067142
                    674,                0.66359,                0.33889,                0.77116,                0.91948,                    0.5,                0.65997,                0.43873,                 1.2902,                0.73583,                0.93439,             0.00066944,             0.00066944,             0.00066944
                    675,                0.66208,                0.33303,                0.76967,                0.90604,                0.45833,                0.64757,                0.42395,                 1.2897,                 1.1549,                0.93023,             0.00066746,             0.00066746,             0.00066746
                    676,                 0.6354,                0.32452,                0.77482,                0.90328,                0.41667,                 0.6184,                0.40606,                 1.2551,                 1.6192,                0.93142,             0.00066548,             0.00066548,             0.00066548
                    677,                0.63608,                0.32347,                0.78477,                 0.7766,                0.45833,                0.60504,                0.40654,                 1.2442,                 1.9655,                0.92792,              0.0006635,              0.0006635,              0.0006635
                    678,                0.66032,                0.33407,                0.78402,                0.76885,                0.45833,                0.59883,                0.41216,                 1.1862,                 1.9057,                0.91107,             0.00066152,             0.00066152,             0.00066152
                    679,                0.64651,                0.32696,                0.77402,                      1,                0.41065,                0.60247,                0.42402,                 1.1774,                 1.9149,                 0.9051,             0.00065954,             0.00065954,             0.00065954
                    680,                0.65303,                0.32167,                0.77755,                0.98457,                0.41667,                0.60118,                 0.4281,                 1.1471,                   1.87,                 0.9051,             0.00065756,             0.00065756,             0.00065756
                    681,                0.64838,                 0.3292,                  0.776,                0.97816,                0.41667,                0.61185,                0.43154,                 1.1422,                 1.6881,                0.90474,             0.00065558,             0.00065558,             0.00065558
                    682,                 0.6538,                0.33742,                0.79259,                0.91527,                0.45065,                0.61168,                0.42599,                 1.1638,                  1.495,                0.89934,              0.0006536,              0.0006536,              0.0006536
                    683,                0.65265,                0.33388,                0.77148,                0.91479,                0.44799,                0.62415,                0.42353,                 1.2029,                  1.416,                0.89882,             0.00065162,             0.00065162,             0.00065162
                    684,                0.62798,                0.32325,                0.76854,                0.96214,                0.41667,                0.62934,                 0.4328,                  1.248,                 1.4453,                0.90274,             0.00064964,             0.00064964,             0.00064964
                    685,                0.65234,                0.31838,                0.79068,                0.97924,                0.41667,                 0.6236,                0.42798,                  1.239,                 1.5023,                0.90528,             0.00064766,             0.00064766,             0.00064766
                    686,                0.65447,                0.34005,                0.77832,                0.70414,                0.49604,                0.63196,                0.41425,                 1.2756,                 1.5322,                 0.9097,             0.00064568,             0.00064568,             0.00064568
                    687,                0.66821,                0.32597,                0.78503,                0.71118,                    0.5,                0.62493,                 0.4196,                 1.2457,                 1.4563,                0.91185,              0.0006437,              0.0006437,              0.0006437
                    688,                0.65693,                0.34089,                 0.7753,                0.73875,                    0.5,                0.62234,                0.40656,                 1.2384,                 1.2755,                0.91016,             0.00064172,             0.00064172,             0.00064172
                    689,                 0.6064,                0.31515,                0.77958,                0.76799,                    0.5,                0.60934,                0.39507,                 1.3076,                 1.2623,                0.91954,             0.00063974,             0.00063974,             0.00063974
                    690,                0.63693,                0.33546,                0.77721,                0.78678,                    0.5,                0.60615,                0.39313,                  1.278,                 1.1575,                0.91426,             0.00063776,             0.00063776,             0.00063776
                    691,                0.63545,                0.32768,                0.78138,                0.86165,                0.54167,                 0.6344,                0.41837,                 1.2506,                 1.1002,                0.90829,             0.00063578,             0.00063578,             0.00063578
                    692,                0.60966,                0.31761,                0.77997,                0.89265,                    0.5,                0.60846,                 0.4224,                 1.1989,                0.90204,                0.89469,              0.0006338,              0.0006338,              0.0006338
                    693,                0.63059,                0.32375,                0.78842,                0.92257,                 0.4967,                0.62752,                0.42016,                 1.2543,                0.89376,                0.89771,             0.00063182,             0.00063182,             0.00063182
                    694,                 0.6764,                0.33514,                0.77458,                0.99446,                    0.5,                0.63094,                0.40739,                 1.3024,                0.98378,                0.90314,             0.00062984,             0.00062984,             0.00062984
                    695,                0.64451,                0.33201,                0.77363,                 0.9762,                    0.5,                0.63615,                0.41905,                 1.3047,                 1.1361,                0.90631,             0.00062786,             0.00062786,             0.00062786
                    696,                 0.6313,                0.33124,                 0.7792,                0.97758,                    0.5,                0.61805,                0.41838,                 1.2521,                 1.1012,                 0.8996,             0.00062588,             0.00062588,             0.00062588
                    697,                0.63822,                0.32033,                0.78603,                0.98027,                    0.5,                0.63076,                0.44535,                 1.2262,                 1.0003,                0.89383,              0.0006239,              0.0006239,              0.0006239
                    698,                0.66759,                0.32062,                0.78378,                 0.9815,                    0.5,                0.63774,                0.44793,                 1.2426,                0.91958,                0.89231,             0.00062192,             0.00062192,             0.00062192
                    699,                0.66451,                0.33177,                0.78263,                0.98082,                    0.5,                0.65213,                0.45682,                 1.2091,                0.92298,                 0.8856,             0.00061994,             0.00061994,             0.00061994
                    700,                0.63926,                0.32517,                0.78732,                0.98333,                    0.5,                0.66067,                0.44379,                 1.2229,                 1.0057,                0.88666,             0.00061796,             0.00061796,             0.00061796
                    701,                0.69798,                0.34388,                0.76767,                0.99711,                    0.5,                0.65608,                0.44019,                 1.2674,                0.96439,                0.89302,             0.00061598,             0.00061598,             0.00061598
                    702,                0.66437,                0.33157,                0.79055,                  0.976,                    0.5,                0.66218,                0.46605,                 1.2025,                0.77883,                0.89055,               0.000614,               0.000614,               0.000614
